Id	Area	Field	Class	Area (?m²)	ECD (?m)	Perimeter (?m)	Shape	Count	O Wt%	F Wt%	Al Wt%	Cl Wt%	Ca Wt%	La Wt%	Ce Wt%	Pr Wt%	Nd Wt%	Sm Wt%	Gd Wt%	Dy Wt%
96		SF03_02	PM2.5	0.558724735	0.84343964	2.612256908	0.971905435	31	72.61117697	0	1.22593483	0.022966936	0.039332436	0	4.966517538	3.07282228	0	6.373552233	0	11.68769822
95		SF03_02	PM2.5	0.335234841	0.653325536	1.978417097	0.929130466	32	72.85327911	4.271228611	0	0	11.31388023	1.228527632	1.001382899	0.600782875	3.165724501	0	0	5.565198883
99		SF03_02	PM2.5	0.893959575	1.066876133	4.667571668	1.939341297	33	49.98385906	39.33660686	0	0.188370887	0	0	0	4.967418686	0.870533381	1.945085637	1.912680827	0.7954509
97		SF03_02	PM2.5	2.011409044	1.600314199	5.147616152	1.048339735	79	48.90314341	0	0	5.074233562	1.569039561	10.22072658	14.78734314	14.48437572	0	1.96988564	2.991262637	0
98		SF03_02	PM2.5	0.782214628	0.997971241	3.246096719	1.071981064	16	50.35353303	10.838034	0	0.022638083	0.037673328	0	0	0	21.71635479	10.86868346	6.16308637	0
101		SF03_02	PM2.5	3.911073142	2.231531534	8.733155581	1.551803019	106	75.52683353	0	0.137060892	9.343419224	0.350894406	0	0	0	0	8.865109831	0	5.776679516
105		SF03_02	PM2.5	0.558724735	0.84343964	2.612256908	0.971905435	19	97.9747653	0	0.411906978	0.021034837	0.038472991	0.139191351	0.149531558	0.168507453	0.19170976	0.23416318	0.294131413	0.376585638
108		SF03_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	13	34.29550231	57.86427259	0.222949055	5.453817546	0.053160579	0.190044008	0.203862088	0.229450408	0.260723126	0.317825563	0.398636051	0.509756804
104		SF03_02	PM2.5	0.335234841	0.653325536	2.164064479	1.111684066	17	28.05068493	0	0	0.008578769	1.292337943	0	8.803508431	18.40338856	40.44032693	2.876522578	0	0.124651322
106		SF03_02	PM2.5	1.117449469	1.192803778	5.038866433	1.808122854	53	19.34769899	6.814984977	2.369384654	5.323286727	9.568703175	12.38493398	1.664272882	0	9.017327428	22.71679193	4.58002314	6.212590635
112		SF03_02	PM2.5	0.558724735	0.84343964	2.612256908	0.971905435	11	0	14.6526143	0.472813612	0.052430853	0.077465252	0	0	0	10.4847461	52.59550214	0	21.6644302
110		SF03_02	PM2.5	1.676174204	1.46088031	4.513776341	0.967277432	39	46.6783464	0	0	4.662966356	1.127731707	0	26.73382759	17.38929898	0	0	0.888603926	2.51922626
111		SF03_02	PM2.5	0.558724735	0.84343964	3.246096719	1.50077349	35	62.53141165	26.01208687	0	1.452376414	0	2.011146024	4.33732979	0.106246665	0.409640325	0	3.139757365	0
113		SF03_02	PM2.5	1.005704522	1.131593022	3.508641765	0.974087097	44	70.24716735	22.49353528	0	5.478185788	0	1.033570059	0	0	0.283966796	0.120105734	0.150697585	0.192768348
116		SF03_02	PM2.5	0.558724735	0.84343964	2.612256908	0.971905435	34	98.90195727	0	0	0.014275023	0.026164722	0.094741996	0.101777597	0.114713085	0.130492239	0.159369921	0.200188207	0.256316969
114		SF03_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	12	40.20606875	57.51054883	0.383458915	0.025323013	0.045617609	0.164193904	0.176285382	0.198552758	0.225782138	0.27556275	0.345929083	0.442681275
120		SF03_02	PM2.5	0.335234841	0.653325536	1.978417097	0.929130466	20	74.15060401	0	0	23.92384708	0.04840951	0.170354545	0.182358129	0.204914343	0.23241248	0.282458495	0.353475311	0.451166416
122		SF03_02	PM2.5	0.335234841	0.653325536	1.978417097	0.929130466	12	73.82495403	0	18.52229834	0.106243149	0.186169287	0.662618969	0.710911583	0.79935519	0.908898562	1.108787768	1.39102675	1.778738387
126		SF03_02	PM2.5	0.335234841	0.653325536	1.978417097	0.929130466	18	64.34514523	11.65029034	0	0.018939227	0.032606037	0	0	10.29554531	0	3.581827506	7.623712718	2.451933548
129		SF03_02	PM2.5	0.446979788	0.754395348	2.164064479	0.83376305	20	64.66487646	0	0	0.010886765	34.44167674	0	0.08409713	0.198954553	0.106496213	0.128706102	0.160359242	0.203928002
130		SF03_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	2	0	19.06299591	1.071755216	1.406714041	2.117143758	7.038480043	7.494466752	8.331884444	9.421656281	11.41912937	14.3433094	18.29246283
